23,22,12.07,4.98,1.83,0.76,1.84,0.31,1.74,0.15,30,10
60,21,8.56,5,2.01,0.71,1.54,0.41,1.17,0.76,28,16
56,34,9.7,5.52,0.38,0.81,1.46,0.07,1.76,0.11,31,10
83,30,9.42,5.49,1.31,0.72,0.76,0.3,1.46,0.11,34,22
